geography,age_level,outcome_name,outcome_type,source,url,geo_strata,age_strata,race_strata,race_level,additional_strata1,additional_strata_level,sex_strata,sex_level,Outcome_value1,outcome_label1
Florida,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,49.1,Prevalence
Florida,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,40.6,Prevalence
Florida,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,1.2,Prevalence
Florida,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,,none,,none,,36.3,Prevalence
Florida,,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,,none,,none,,none,,43.8,Prevalence
Georgia,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,7.8,Prevalence
Georgia,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,18.5,Prevalence
Georgia,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,42.0,Prevalence
Georgia,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,53.1,Prevalence
Georgia,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,44.9,Prevalence
Georgia,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,0.991,Prevalence
Georgia,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,,none,,none,,36.4,Prevalence
Georgia,,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,,none,,none,,none,,,Prevalence
Hawaii,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,6.3,Prevalence
Hawaii,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,13.7,Prevalence
Hawaii,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,33.0,Prevalence
Hawaii,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,37.8,Prevalence
Hawaii,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,29.5,Prevalence
Hawaii,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,0.685,Prevalence
Hawaii,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,,none,,none,,27.1,Prevalence
Hawaii,,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,,none,,none,,none,,,Prevalence
Idaho,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,6.8,Prevalence
Idaho,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,17.4,Prevalence
Idaho,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,40.5,Prevalence
Idaho,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,51.4,Prevalence
Idaho,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,49.2,Prevalence
Idaho,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,0.905,Prevalence
Idaho,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,,none,,none,,38.1,Prevalence
Idaho,,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,,none,,none,,none,,,Prevalence
Illinois,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,9.5,Prevalence
Illinois,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,21.6,Prevalence
Illinois,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,43.4,Prevalence
Illinois,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,55.8,Prevalence
Illinois,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,51.5,Prevalence
Illinois,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,1.2,Prevalence
Illinois,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,,none,,none,,42.1,Prevalence
Illinois,,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,,none,,none,,none,,51.9,Prevalence
Indiana,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,10.1,Prevalence
Indiana,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,23.0,Prevalence
Indiana,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,48.3,Prevalence
Indiana,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,60.2,Prevalence
Indiana,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,55.0,Prevalence
Indiana,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,1.2,Prevalence
Indiana,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,,none,,none,,45.0,Prevalence
Indiana,,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,,none,,none,,none,,,Prevalence
Iowa,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,9.1,Prevalence
Iowa,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,21.5,Prevalence
Iowa,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,46.2,Prevalence
Iowa,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,59.4,Prevalence
Iowa,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,54.4,Prevalence
Iowa,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,1.2,Prevalence
Iowa,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,,none,,none,,42.6,Prevalence
Iowa,,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,,none,,none,,none,,,Prevalence
Kansas,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,8.6,Prevalence
Kansas,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,20.1,Prevalence
Kansas,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,42.0,Prevalence
Kansas,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,53.9,Prevalence
Kansas,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,50.7,Prevalence
Kansas,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,1.1,Prevalence
Kansas,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,,none,,none,,42.9,Prevalence
Kansas,,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,,none,,none,,none,,,Prevalence
Kentucky,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,11.5,Prevalence
Kentucky,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,25.2,Prevalence
Kentucky,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,48.8,Prevalence
Kentucky,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,60.3,Prevalence
Kentucky,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,52.7,Prevalence
Kentucky,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,1.4,Prevalence
Kentucky,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,,none,,none,,44.7,Prevalence
Kentucky,,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,,none,,none,,none,,,Prevalence
Louisiana,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,10.0,Prevalence
Louisiana,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,22.1,Prevalence
Louisiana,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,45.8,Prevalence
Louisiana,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,57.8,Prevalence
Louisiana,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,51.7,Prevalence
Louisiana,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,1.8,Prevalence
Louisiana,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,,none,,none,,43.1,Prevalence
Louisiana,,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,,none,,none,,none,,,Prevalence
Maine,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,8.8,Prevalence
Maine,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,20.2,Prevalence
Maine,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,39.0,Prevalence
Maine,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,50.4,Prevalence
Maine,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,46.9,Prevalence
Maine,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,1.2,Prevalence
Maine,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,,none,,none,,39.8,Prevalence
Maine,,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,,none,,none,,none,,,Prevalence
Maryland,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,8.7,Prevalence
Maryland,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,18.4,Prevalence
Maryland,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,41.0,Prevalence
Maryland,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,52.4,Prevalence
Maryland,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,46.2,Prevalence
Maryland,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,1.5,Prevalence
Maryland,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,,none,,none,,41.5,Prevalence
Maryland,,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,,none,,none,,none,,,Prevalence
Massachusetts,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,8.4,Prevalence
Massachusetts,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,17.7,Prevalence
Massachusetts,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,33.0,Prevalence
Massachusetts,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,46.1,Prevalence
Massachusetts,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,43.2,Prevalence
Massachusetts,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,0.951,Prevalence
Massachusetts,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,,none,,none,,34.8,Prevalence
Massachusetts,,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,,none,,none,,none,,,Prevalence
Michigan,10-14 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,9.3,Prevalence
Michigan,15-19 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,20.5,Prevalence
Michigan,20-39 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,43.5,Prevalence
Michigan,40-64 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,55.0,Prevalence
Michigan,65+ Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,50.4,Prevalence
Michigan,<10 Years,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,,none,,none,,1.2,Prevalence
Michigan,Total,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,,none,,none,,42.1,Prevalence
Michigan,,obesity,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,,none,,none,,none,,42.9,Prevalence
